year,antigen,mean,median,count
2022.0,IPV1_FRAC,93.20700000000001,94.785,10
2022.0,IPV2,78.64556818181819,89.015,88
2022.0,IPV2_FRAC,88.87444444444445,93.0,9
2022.0,JAPENC,84.43666666666667,87.78,6
2022.0,JAPENC_1,88.41666666666667,91.635,6
2022.0,JAPENC_C,96.34,96.55000000000001,4
2022.0,MCV1,87.3713612565445,90.31,191
2022.0,MCV2,77.02770491803278,85.06,183
2022.0,MEN_ACYW_CONJ,83.9723076923077,89.57,13
2022.0,MEN_A_CONJ,77.82083333333334,82.075,12
2022.0,MEN_B,77.59142857142857,80.91,7
2022.0,PAB,68.86783783783784,72.03,37
2022.0,PCV1,91.00278571428571,95.42500000000001,140
2022.0,PCV2,87.57225352112677,91.345,142
2022.0,PCV3,83.81788079470199,89.0,151
2022.0,PERCV4,81.74325396825397,86.72,126
2022.0,PERCV_PW,55.9408695652174,58.23,23
2022.0,POL3,86.92648936170212,91.675,188
2022.0,RCV1,87.98491017964072,91.44,167
2022.0,ROTA1,84.44809090909092,90.64,110
2022.0,ROTAC,78.41566371681415,84.64,113
2022.0,TT2PLUS,62.26097826086957,68.52000000000001,92
2022.0,TTCV4,79.85293233082707,86.74,133
2022.0,TTCV5,76.67990825688074,86.23,109
2022.0,TTCV6,78.2755,86.05,60
2022.0,TYPHOID_CONJ,70.17999999999999,77.8,7
2022.0,VAD1,74.31703703703704,73.845,54
2022.0,YFV,74.95309523809524,75.275,42
2023.0,BCG,90.8149375,94.65,160
2023.0,DIPHCV4,83.19905109489052,86.96,137
2023.0,DIPHCV5,81.40171171171171,86.75,111
2023.0,DIPHCV6,79.20390625,86.81,64
2023.0,DTPCV1,94.57516666666666,96.87,180
2023.0,DTPCV3,89.65173684210528,92.66,190
2023.0,FLU_ALL,12.98090909090909,9.82,11
2023.0,FLU_CHILD1,34.882592592592594,31.145000000000003,54
2023.0,FLU_CHILD2,47.781333333333336,51.825,30
2023.0,FLU_CHRONIC_ADULT,59.3025,46.56,28
2023.0,FLU_CHRONIC_PED,54.61642857142857,44.81,14
2023.0,FLU_ELDERLY,43.272777777777776,38.06,72
2023.0,FLU_HCW,49.11333333333334,46.24,60
2023.0,FLU_OTHER,76.2035294117647,77.24,17
2023.0,FLU_PW,39.01166666666667,37.04,48
2023.0,FLU_RESIDENT,65.40666666666667,76.09,18
2023.0,HEPB3,89.22406976744186,92.6,172
2023.0,HEPB_BD,81.7889423076923,91.91499999999999,104
2023.0,HEPB_BDALL,80.03484848484848,92.04,99
2023.0,HIB3,89.69742857142857,92.54,175
2023.0,HPV_FEM,58.88808080808081,58.19,99
2023.0,HPV_MALE,50.652,54.03,40
2023.0,IPV1,91.31157894736843,95.72,171
2023.0,IPV1_FRAC,74.52615384615385,91.99,13
2023.0,IPV2,81.48852631578947,89.28,95
2023.0,IPV2_FRAC,70.3275,89.78999999999999,12
2023.0,JAPENC,88.21333333333332,87.745,6
2023.0,JAPENC_1,91.28000000000002,92.45,6
2023.0,JAPENC_C,82.46000000000001,89.56,4
2023.0,MALARIA1,61.913333333333334,85.74,3
2023.0,MALARIA3,47.39666666666667,66.89,3
2023.0,MALARIA4,37.81666666666667,46.12,3
2023.0,MCV1,89.48706806282722,93.0,191
2023.0,MCV2,79.63333333333333,85.015,186
2023.0,MENACYW_C,71.92473684210526,80.71,19
2023.0,MENA_C,80.59466666666667,85.78,15
2023.0,MENB_C,69.595,82.475,10
2023.0,PAB,66.90897435897435,78.48,39
2023.0,PCV1,92.1616083916084,96.11,143
2023.0,PCV2,89.12636986301371,93.20500000000001,146
2023.0,PCV3,85.68973509933775,90.78,151
2023.0,PERCV4,83.088046875,86.955,128
2023.0,PERCV_PW,65.20793103448275,69.46,29
2023.0,POL3,88.79413978494622,92.10499999999999,186
2023.0,RCV1,89.07132530120482,93.09,166
2023.0,ROTA1,88.0427927927928,91.65,111
2023.0,ROTAC,80.11327586206896,85.03999999999999,116
2023.0,TT2PLUS,63.07771739130435,65.0,92
2023.0,TTCV4,80.56721804511278,86.96,133
2023.0,TTCV5,79.1337037037037,85.57,108
2023.0,TTCV6,77.381,86.81,70
2023.0,TYPHOID_CONJ,74.15625,88.705,8
2023.0,VAD1,79.38345454545455,79.29,55
2023.0,YFV,77.38755555555555,85.1,45
